base_ID	alt_elev	collection_date	depth	env_biome	env_feature	env_material	env_package	env_salinity	env_temp	geo_loc_name	geo_loc_name_GAZ	geo_loc_name_GAZ_ENVO	investigation_type	lat_lon	pathogenicity	project_name	assembly	isol_growth_condt	num_replicons	ref_biomaterial	microbe_package	sample_type	strain	isolation_source	collected_by	culture_collection	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names	bacdive_id	curation_date	implementation_date	mmp_biome	silva_accession_SSU	silva_accession_LSU	uniprot_proteome_id	assembly_accession_genbank	assembly_accession_refseq	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	NCBI_taxon_identifier	annotation_provider	annotation_date	annotation_pipeline	annotation_method	annotation_software_revision	features_annotated	genes	cds	pseudo_genes	rrnas	complete_rrnas	partial_rrnas	total_trnas	unique_trnas	ncrna	frameshifted_genes	host_common_name	host_scientific_name	organism	full_scientific_name	disease	publication_pmid	isolation_country	isolation_comments	comments	sequencing_centers	body_sample_site	body_sample_subsite	other_clinical	gram_stain	cell_shape	motility	sporulation	temperature_range	optimal_temperature	halotolerance	oxygen_requirement	plasmids	genome_length	gc_content	refseq_cds	biovar	other_typing	type_strain	seq_meth	sequencing_depth	contigs	n50	genome_status	host_sex	host_health_stage	host_age	serovar	pathovar	mmp_ID	updated_date	chebi_id	chebi_name	chembl_id	compound_name	uniprot_id	uniprot_description	antismash_types	antismash_clusters	analysis_project_type	estimated_completeness	estimated_contamination	strain_heterogeneity	qs	mapping	mapping_version	quality_assessment	quality_assessment_version	assembly_version	binning	binning_version
698	missing	2015-04-07	0.1	Marine benthic biome (ENVO:01000024)	Sea coast (ENVO:00000303)	Sediment (ENVO:00002007)	Sediment	missing	missing	China|Bo Hai|Panjin	Bohai Bay	GAZ:00124189	Bacteria_Archaea	missing	missing	missing	SOAPdenovo	missing	1	missing	missing	missing	CC-1	Marine sediments in Liaodong Bay	Lin Che	missing	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unclassified	131567|2|1783272|1239|91061|1385|186817|1386|86661	Cellular organisms|Bacteria|Terrabacteria group|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group	missing	2017-11-08	missing	Marine	401060	401060	missing	GCA_002290105.1	GCF_002290105.1	PRJNA401060	SAMN07593956	CP023179|CP023180|CP023181|CP023182|CP023183	NZ_CP023179.1:NZ_CP023180.1:NZ_CP023181.1:NZ_CP023182.1:NZ_CP023183.1	1396	NCBI	2017-09-13	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5689	5538	232	14, 14, 14	14, 14, 14	0, 0, 0	104	22	5	121	NA	NA	Bacillus cereus	Bacillus cereus CC-1	NA	missing	China	missing	To find how bacteria could synthesis metallic selenides nanoparticles	Dalian University of Technology	NA	NA	NA	Positive	missing	missing	missing	missing	missing	missing	missing	4	5308319	35.46	5538	missing	missing	missing	PacBio	260.2	5	5279524	Finished	NA	NA	NA	missing	missing	MMP07593956	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Lasso peptide cluster - Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Sactipeptide cluster|Terpene cluster	S-layer glycan (19%), Polyhydroxyalkanoates (100%), Paeninodin (100%), Molybdenum cofactor (17%), Thurincin H (40%), Polyoxypeptin (5%), Bacillibactin (46%), Burkholderic acid (6%), Citrulline (18%), S-layer glycan (9%)	Whole genome sequencing (WGS)	99.23	0.47	0	96.88	missing	missing	CheckM	1.0.13	2013-07-01	missing	missing
699	missing	2015-08	17.5	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	China|Bohai Sea	Bohai Sea	GAZ:00011800	Bacteria_Archaea	38.23, 119.04	missing	missing	Canu	missing	2	missing	missing	Cell culture	B64D1	Bottom water	Heyu Lin	missing	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified	131567|2|1224|1236|135623|641|662|717610	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi group	missing	2017-11-08	missing	Marine	355548	355548	UP000197467	GCA_002214395.1	GCF_002214395.1	PRJNA355548	SAMN06076929	CP018311|CP018312	NZ_CP018311.1:NZ_CP018312.1	190895	NCBI	2017-07-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4957	4779	114	11, 10, 13	14, 13, 14	0, 0, 0	122	22	4	62	NA	NA	Vibrio rotiferianus	Vibrio rotiferianus B64D1	NA	Doi.org/10.1186/s12864-018-4531-2	China	missing	Comparative genomics of Vibrio	Ocean University of China	NA	NA	NA	Negative	missing	missing	missing	missing	missing	missing	missing	missing	5232573	45.33	4698	missing	missing	missing	Illumina HiSeq 4000|PacBio RS II	100|100	3	3445790	Finished	NA	NA	NA	missing	missing	MMP06076929	missing	missing	missing	missing	missing	missing	missing	missing	missing	Whole genome sequencing (WGS)	99.73	0	0	99.73	missing	missing	CheckM	1.0.13	1.2	missing	missing
700	missing	2015-10	92	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	China|East China Sea	East China Sea	GAZ:00004689	Bacteria_Archaea	26.8957, 122.0051	NA	missing	Canu	missing	2	missing	missing	Cell culture	QT6D1	Bottom water	Xiaolei Wang	missing	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified	131567|2|1224|1236|135623|641|662	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio	missing	2017-11-08	missing	Marine	355548	355548	UP000197092	GCA_002214345.1	GCF_002214345.1	PRJNA355548	SAMN06076956	CP018308|CP018309|CP018310	NZ_CP018308.1:NZ_CP018309.1:NZ_CP018310.1	62153	NCBI	2017-07-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5348	5196	63	14, 13, 13	12, 11, 11	0, 0, 0	115	22	4	28	NA	NA	Vibrio shilonii	Vibrio shilonii QT6D1	NA	missing	China	missing	Comparative genomics of Vibrio	Ocean University of China	NA	NA	NA	Negative	missing	missing	missing	missing	missing	missing	missing	1	4926077	44.62	5191	missing	missing	missing	Illumina HiSeq 4000|PacBio RS II	100|100	5	3266565	Finished	NA	NA	NA	missing	missing	MMP06076956	missing	missing	missing	missing	missing	missing	missing	missing	missing	Whole genome sequencing (WGS)	99.91	2.24	13.33	88.71	missing	missing	CheckM	1.0.13	1.2	missing	missing
701	missing	2014-06	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	China|Hainan Province|Lingshui county	Hainan province	GAZ:00007431	Bacteria_Archaea	18.408277777777776, 110.06227777777778	missing	missing	SOAPdenovo|Celera Assembler	28879838	1	28879838	missing	Cell culture	017|KCTC 42584|MCCC 1H00123	Sea water	missing	KCTC 42584|MCCC 1H00123	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Agarilytica	Unclassified	131567|2|1224|1236|1706369|1706371|2036021	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Agarilytica	missing	2017-11-08	missing	Marine	359155	359155	missing	GCA_002157225.2	GCF_002157225.2	PRJNA359155	SAMN06187574	CP020038	NZ_CP020038.1	1737490	NCBI	2018-02-05	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.4	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5893	5810	53	3, 3, 3	3, 3, 3	0, 0, 0	79	23	4	12	Sea weed	Gracilaria blodgettii	Cellvibrionaceae bacterium	Cellvibrionaceae bacterium 017	missing	missing	China	Collected from seaweed Gracilaria blodgettii at the coast of Lingshui county, Hainan province, China.	Genome sequence of Idiomarina salinarum 017(KCTC 42584)	Shandong University at Weihai	missing	missing	missing	Negative	Bacilli (Rod)	Yes	No	Mesophilic	28|33	Halophilic	Aerobic	missing	6878829	40.97	missing	missing	missing	Yes	Illumina|PacBio	73	1	6878829	Finished	NA	NA	NA	missing	missing	MMP06187574	missing	missing	missing	missing	missing	missing	missing	missing	missing	Whole genome sequencing (WGS)	100	1.97	0	90.15	missing	missing	CheckM	1.0.13	2.04	missing	missing
702	missing	2009	3602	Marine benthic biome (ENVO:01000024)	Ocean floor (ENVO:00000426)	Sediment (ENVO:00002007)	Sediment	missing	missing	China|South China Sea	South China Sea	GAZ:00008989	Bacteria_Archaea	17.9001238888888887, 114.582972222222222	NA	missing	Newbler	19666793	1	19666793	missing	Cell culture	MS498|DSM 45268|CCTCC AA 208056|JCM 18301	Ocean sediment	missing	DSM 45268|CCTCC AA 208056|JCM 18301	Bacteria	Actinobacteria (Phylum)	Actinobacteria (Class)	Pseudonocardiales	Pseudonocardiaceae	Prauserella	Unclassified	131567|2|1783272|201174|1760|85010|2070|142577	Cellular organisms|Bacteria|Terrabacteria group|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Prauserella	13323	2017-11-08	missing	Marine	326530	326530	UP000214637	GCA_002240355.1	GCF_002240355.1	PRJNA326530	SAMN05284052	CP016353|CP016354	NZ_CP016353.1:NZ_CP016354.1	530584	NCBI	2017-08-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	6539	6480	106	3, 3, 3	3, 3, 3	0, 0, 0	50	22	3	44	NA	NA	Prauserella marina	Prauserella marina DSM 45268	NA	missing	China	missing	Draft genome sequence of Prauserella marina DSM 45268, isolated from ocean sediment of the South China Sea	Bielefeld University	NA	NA	NA	Positive	missing	No	Yes	Mesophilic	28|37	Halotolerant	missing	1	6986413	67.60	6439	missing	missing	Yes	Illumina	33.7	2	6851918	Finished	NA	NA	NA	missing	missing	MMP05284052	missing	missing	missing	missing	missing	missing	missing	Aryl polyene cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Lanthipeptide cluster|Lasso peptide cluster|Nonribosomal peptide synthetase cluster|Other uncategorized cluster|Siderophore cluster|Type I PKS cluster|Type I PKS cluster - Nonribosomal peptide synthetase cluster|Type II PKS cluster - Oligosaccharide cluster - Other types of PKS cluster|Terpene cluster	A40926 (7%), Erythrochelin (85%), Pyrrolomycin (5%), SCO-2138 (21%), Streptomycin (3%), Lividomycin (10%), Thiolactomycin (100%), Chlorizidine A (7%), Cinerubin B (77%), Calcium-dependent antibiotic (17%), GE81112 (7%), Hatomarubigin (6%), Azicemicin (4%), Azicemicin (6%), Taromycin (6%), Incednine (2%), Hopene (46%), Kanamycin (1%), Elloramycin (8%), Paromomycin (5%), Ectoine (50%), SF2575 (4%), Macrotetrolide (41%), SF2575 (6%), Gobichelin (11%), Diazepinomicin (5%), Myxochelin (33%), Akaeolide (8%), Isorenieratene (28%), Azinomycin B (4%), Ectoine (100%), Staphylobactin (18%), A54145 (5%), Cahuitamycins (8%), Thiocoraline (5%)	Whole genome sequencing (WGS)	100	0.25	0	98.75	missing	missing	CheckM	1.0.13	2.8	missing	missing
703	missing	2009-11-24	missing	Marine benthic biome (ENVO:01000024)	Sea floor (ENVO:00000482)	Sediment (ENVO:00002007)	Sediment	missing	missing	China|Shandong	Shandong Province	GAZ:00010877	Bacteria_Archaea	missing	NA	missing	Newbler|HGAP	missing	1	missing	missing	missing	S21	Seabed sludge	missing	missing	Bacteria	Actinobacteria (Phylum)	Actinobacteria (Class)	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	131567|2|1783272|201174|1760|85011|2062|1883	Cellular organisms|Bacteria|Terrabacteria group|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	missing	2017-11-08	missing	Marine	374467	374467	UP000192445	GCA_002082175.1	GCF_002082175.1	PRJNA374467	SAMN06323808	CP020570	NZ_CP020570.1	1935	NCBI	2017-04-13	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	6904	6818	262	6, 6, 6	6, 6, 6	0, 0, 0	73	23	3	78	NA	NA	Streptomyces violaceoruber	Streptomyces violaceoruber S21	NA	missing	China	missing	Streptomyces violaceoruber Genome	Shandong Academy of Medical Sciences	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	missing	7916045	72.65	6770	missing	missing	missing	Illumina HiSeq|PacBio	45	1	7916045	Finished	NA	NA	NA	missing	missing	MMP06323808	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster - Putative saccharide cluster|Butyrolactone cluster|Butyrolactone cluster - Ectoine cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Lanthipeptide cluster|Lasso peptide cluster|Melanin cluster - Putative fatty acid cluster|Melanin cluster - Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Other uncategorized cluster|Phosphonate cluster - Nonribosomal peptide synthetase cluster|Siderophore cluster|Type I PKS cluster - Nonribosomal peptide synthetase cluster|Type II PKS cluster|Type III PKS cluster - Putative fatty acid cluster|Type III PKS cluster - Nonribosomal peptide synthetase cluster|Terpene cluster|Thiopeptide cluster	Coelimycin (12%), Griseobactin (94%), Herboxidiene (6%), Daptomycin (23%), Isorenieratene (100%), UK-68,597 (4%), Ectoine (100%), Nataxazole (7%), platencin (5%), Chlorizidine A (7%), Griseorhodin (72%), Pentalenolactone (15%), Desferrioxamine B (100%), Enduracidin (8%), SRO15-2005 (100%), Pristinamycin (17%), Herboxidiene (2%), Cyclizidine (11%), Rubradirin (8%), AmfS (100%), PM100118 (5%), Glycopeptidolipid (5%), nunamycin (14%), Enduracidin (31%), Scabichelin (60%), Asukamycin (11%), Lipomycin (9%), Mitomycin (18%), Macrotetrolide (100%), Kanamycin (13%), Skyllamycin (26%), Lankamycin (6%), Pyrrolomycin (5%), Hopene (69%), Viomycin (100%), Herboxidiene (5%), Tetronasin (11%), Daptomycin (7%), Rhizocticin (9%)	Whole genome sequencing (WGS)	99.93	0.47	0	97.58	missing	missing	CheckM	1.0.13	2.8|MAR-2017	missing	missing
704	missing	2007	missing	missing	missing	NA	Host-associated	missing	missing	China|Shanghai	Municipality of Shanghai	GAZ:00010880	Bacteria_Archaea	31.23, 121.47	missing	missing	CLC NGS Cell|SPAdes	missing	1	missing	missing	missing	SJTUF_J27	Seaweed	missing	missing	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Unclassified	131567|2|1783272|1239|91061|1385|90964|1279	Cellular organisms|Bacteria|Terrabacteria group|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	missing	2017-11-08	missing	Marine	353940	353940	missing	GCA_001956755.1	GCF_001956755.1	PRJNA353940	SAMN06200256	CP019117	NZ_CP019117.1	1280	NCBI	2017-03-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2898	2818	104	7, 5, 5	7, 5, 5	0, 0, 0	61	22	4	71	Sea weed	missing	Staphylococcus aureus	Staphylococcus aureus SJTUF_J27	missing	missing	China	missing	Staphylococcus aureus foodborne isolates genome sequencing	Eastern Regional Research Center -ARS-USDA	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	2804759	32.91	2827	missing	missing	missing	Illumina MiSeq	331	1	2804759	Finished	missing	missing	missing	missing	missing	MMP06200256	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Siderophore cluster|Terpene cluster	Staphylobactin (87%), Aureusimine (100%), Staphyloferrin (100%), Capsular polysaccharide (3%)	Whole genome sequencing (WGS)	99.4	0.25	0	98.15	missing	missing	CheckM	1.0.13	9.5|3.9	missing	missing
705	missing	2012-10	3536	Marine benthic biome (ENVO:01000024)	Sea floor (ENVO:00000482)	Sediment (ENVO:00002007)	Sediment	missing	missing	China|South China Sea	South China Sea	GAZ:00008989	Bacteria_Archaea	20.38285, 120.0041667	missing	missing	Denovo	24251399	1	24251399	missing	missing	SCSIO 3406	Deep sea sediment	missing	missing	Bacteria	Actinobacteria (Phylum)	Actinobacteria (Class)	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	131567|2|1783272|201174|1760|85011|2062|1883	Cellular organisms|Bacteria|Terrabacteria group|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	missing	2017-11-08	missing	Marine	328345	328345	UP000189677	GCA_002009175.1	GCF_002009175.1	PRJNA328345	SAMN05370045	CP018047	NZ_CP018047.1	193462	NCBI	2017-03-06	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.5	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	7073	6987	297	6, 6, 6	6, 6, 6	0, 0, 0	72	23	3	85	NA	NA	Streptomyces niveus	Streptomyces niveus SCSIO 3406	NA	missing	China	Originated from a South China Sea sediment sample obtained from a depth of 3536 m	Four new sesquiterpenoid naphthoquinones, marfuraquinocins A-D, and two new geranylated phenazines, phenaziterpenes A and B, were isolated from the fermentation broth of Streptomyces niveus SCSIO 3406.To explore the biosynthetic mechanism of the above compounds, we sequenced the genomic DNA of the strain.	Dezhou university	NA	NA	NA	missing	missing	missing	missing	missing	missing	missing	missing	missing	7990492	70.46	6815	missing	missing	missing	Illumina	315.48	1	7990492	Finished	NA	NA	NA	missing	missing	MMP05370045	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Bacteriocin cluster - Terpene cluster|Butyrolactone cluster|Butyrolactone cluster - Putative saccharide cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Lanthipeptide cluster - Other types of PKS cluster - Nonribosomal peptide synthetase cluster|Linaridin cluster - Putative fatty acid cluster|Melanin cluster|Nonribosomal peptide synthetase cluster|Nonribosomal peptide synthetase cluster - Other types of PKS cluster|Other uncategorized cluster|Siderophore cluster|Type I PKS cluster - Nonribosomal peptide synthetase cluster|Type I PKS cluster - Terpene cluster - Other types of PKS cluster|Type III PKS cluster|Type III PKS cluster - Phenazine cluster|Terpene cluster|Thiopeptide cluster	Livipeptin (100%), Brasilinolide (1%), lipopeptide 8D1-2 biosynthetic gene clus... (11%), Herboxidiene (2%), Carotenoid (54%), Herboxidiene (2%), Coelichelin (100%), Tetronasin (3%), Hopene (69%), Kanamycin (46%), Marinophenazines (30%), FD-594 (6%), 2-methylisoborneol (75%), Stambomycin (12%), Meilingmycin (2%), Kanamycin (1%), Salinomycin (4%), Macrotetrolide (33%), Cinnamycin B (11%), Cremimycin (5%), Merochlorin (7%), Istamycin (5%), Nanchangmycin (6%), Phosphonoglycans (10%), A54145 (8%), Grincamycin (29%), Galbonolides (6%), Ectoine (100%), Streptomycin (19%), Naphthyridinomycin (92%), Alkylresorcinol (100%), Paromomycin (5%), Melanin (40%)	Whole genome sequencing (WGS)	99.49	0.7	0	95.99	missing	missing	CheckM	1.0.13	2.04	missing	missing
706	missing	2015-05-15	3048	Marginal sea biome (ENVO:01000046)	Marine photic zone (ENVO:00000209)	Sea water (ENVO:00002149)	Water	missing	missing	China|South China Sea	South China Sea	GAZ:00008989	Bacteria_Archaea	missing	NA	missing	Celera Assembler|HGAP	27154455	2	27154455	missing	Cell culture	NSCS20N07D|KCTC 52126|MCCC 1A01886|CIP 111031	Surface Sea water of South China Sea	missing	NSCS20N07D|KCTC 52126|MCCC 1A01886|CIP 111031	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Paraphotobacterium	Unclassified	131567|2|1224|1236|135623|641|2042066	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Paraphotobacterium	missing	2017-11-08	missing	Marine	393364	393364	missing	GCA_002216855.1	GCF_002216855.1	PRJNA393364	SAMN07329764	CP022355|CP022356|CP022357	NZ_CP022355.1:NZ_CP022356.1:NZ_CP022357.1	1755811	NCBI	2017-07-13	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.2	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2525	2417	108	8, 8, 8	10, 9, 9	0, 0, 0	109	23	4	100	NA	NA	Paraphotobacterium marinum	Paraphotobacterium marinum NSCS20N07D	NA	29085348	China	missing	Minimal complete genome of a rare pelagic bacterium in Vibrionaceae, Paraphotobacterium marinum containing multiple chromosomes	Third Institute of Oceanography, SOA	NA	NA	NA	Negative	Oval	missing	missing	Mesophilic	30	Halophilic	Aerobic	1	5127346	46.68	2417	missing	missing	Yes	PacBio	300	3	3315989	Finished	NA	NA	NA	missing	missing	MMP07329764	missing	missing	missing	missing	missing	missing	missing	Aryl polyene cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster	Polysaccharide B (6%), Xantholipin (4%), Streptomycin (2%), APE Vf (20%)	Whole genome sequencing (WGS)	95.95	0	0	95.95	missing	missing	CheckM	1.0.13	3	missing	missing
707	missing	2013-09	1|3	Marginal sea biome (ENVO:01000046)	Marine reef (ENVO:01000143)	NA	Host-associated	missing	missing	China|South China Sea|Xisha Archipelago	South China Sea	GAZ:00008989	Bacteria_Archaea	16.925767, 112.3468	missing	missing	SMRT Analysis	24086529	2	24086529	missing	Cell culture	XSBZ03	Coral	missing	missing	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Unclassified	131567|2|1224|1236|135623|641|662|717610	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi group	missing	2017-11-08	missing	Marine	314425	314425	UP000190283	GCA_002021755.1	GCF_002021755.1	PRJNA314425	SAMN05213947	CP019959|CP019960	NZ_CP019959.1,NZ_CP019960.1	696485	NCBI	2017-03-07	NCBI Prokaryotic Genome Annotation Pipeline	NCBI Prokaryotic Genome Annotation Pipeline	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	5380	5205	67	9, 8, 8	13, 12, 12	0, 0, 0	104	23	4	21	Coral	Porites andrewsi	Vibrio owensii	Vibrio owensii XSBZ03	White syndrome	missing	China	missing	The organism name is Vibrio alginolyticus in the refrence for biomaterial. This is the first published complete V. alginolyticus genome sequence of a pathogenic microorganisms for PAWS. The genome sequence of V. alginolyticus strain XSBZ03 can serve as the basis for further studies to elucidate its pathogenic mechanism.	Hainan University	missing	missing	missing	Negative	Bacilli (Rod)	missing	missing	Mesophilic	missing	Halophilic	Aerobic	missing	6322156	45.74	5206	missing	missing	missing	Illumina HiSeq|PacBio	151	2	4109740	Finished	missing	missing	missing	missing	missing	MMP05213947	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster|Nonribosomal peptide synthetase cluster	Vibriobactin (36%), Emulsan (13%), K-antigen (16%), R1128 (14%), Ectoine (66%)	Whole genome sequencing (WGS)	100	0.61	0	96.95	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
